dataset,condition,split,num_rows,num_image_clusters,risk,risk_label,method,method_label,aurc,oracle_aurc,random_aurc,excess_aurc,normalized_aurc,numerical_reference,absolute_error_mean,absolute_error_median,absolute_error_p95,absolute_error_max,spearman_rho,kendall_tau_b,exact_match_fraction
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_nhd_m8,nHD-M8,0.228552922375,0.18838184426,0.237241404157,0.0401710781152,0.82217437488,,,,,,,,
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_nhd_m32,nHD-M32,0.227871503393,0.18838184426,0.237241404157,0.039489659133,0.808227892685,,,,,,,,
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_nhd95_m2,nHD95-M2,0.226234429915,0.18838184426,0.237241404157,0.0378525856557,0.774722198389,,,,,,,,
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_nhd95_m8,nHD95-M8,0.221951665327,0.18838184426,0.237241404157,0.0335698210678,0.687067610486,,,,,,,,
fives,segformer-target,test,200,200,risk_dice,Dice risk,confidence_nhd95_m32,nHD95-M32,0.208716440647,0.18838184426,0.237241404157,0.0203345963878,0.416184599916,,,,,,,,
fives,segformer-target,test,200,200,risk_nhd,Normalized penalized Hausdorff risk,confidence_sdc,SDC,0.0732396914409,0.0493348089958,0.0771740156828,0.0239048824451,0.858676855051,,,,,,,,
fives,segformer-target,test,200,200,risk_nhd,Normalized penalized Hausdorff risk,confidence_mean_max_probability,Mean max probability,0.106034999765,0.0493348089958,0.0771740156828,0.0567001907689,2.03670282011,,,,,,,,
fives,segformer-target,test,200,200,risk_nhd,Normalized penalized Hausdorff risk,confidence_negative_entropy,Negative entropy,0.10516903295,0.0493348089958,0.0771740156828,0.055834223954,2.00559680388,,,,,,,,
fives,segformer-target,test,200,200,risk_nhd,Normalized penalized Hausdorff risk,confidence_dice_exact,Dice-Exact,0.0768246806963,0.0493348089958,0.0771740156828,0.0274898717005,0.987451690332,,,,,,,,
fives,segformer-target,test,200,200,risk_nhd,Normalized penalized Hausdorff risk,confidence_qfr_entropy,QFR-Entropy,0.0780035960161,0.0493348089958,0.0771740156828,0.0286687870203,1.02979899329,,,,,,,,
